Pairwise_Similarity	Query	Target
0.77	10723	10892
0.73	10723	4809
0.73	10723	11844
0.7	10723	3883
0.71	10723	11278
0.7	10723	4015
0.7	10723	4440
0.73	10723	5005
0.75	10723	7432
0.7	10723	2941
0.75	10723	10464
0.72	10723	4053
0.7	10723	15372
0.7	10723	1409
0.72	10723	18406
0.77	10723	10444
0.7	10723	4072
0.7	10723	3643
0.86	10723	17248
0.76	10723	15082
0.92	10723	6337
0.77	10723	8932
0.97	10723	10526
0.79	10723	659
0.72	10723	18584
0.97	10723	10812
0.71	10723	2169
0.96	10723	10332
0.74	10723	8826
0.71	10723	21148
0.76	10723	9939
0.76	10723	7779
0.73	10723	8465
0.71	10723	21814
0.77	558	3357
0.77	4889	7632
0.79	4889	5608
0.82	4889	23691
0.97	4889	7793
0.89	22312	1410
0.77	22312	22154
0.85	22312	12147
0.87	22312	21628
0.87	22312	1812
0.91	22312	22260
0.7	4474	3695
1.0	4474	6219
0.86	4474	23346
1.0	4474	6161
0.99	4474	3611
0.99	18235	18811
0.72	18235	15486
1.0	18235	18239
1.0	18235	18251
0.92	9443	9444
0.81	15745	15939
0.88	15745	15918
0.87	15745	23850
0.71	9845	1149
0.93	14092	14173
0.76	14092	6286
0.93	14092	14165
0.97	14092	14119
0.71	21054	7362
0.99	21054	3958
0.71	21054	21106
0.77	9379	21083
0.86	9379	2338
0.7	9379	7474
0.8	8650	3512
0.98	8650	6911
0.85	779	802
0.97	779	453
0.99	6029	4259
0.99	6029	7718
0.89	6450	6747
0.72	6450	6675
0.87	10375	10392
0.97	11896	21506
0.96	11896	10449
0.98	11896	1080
0.8	11896	11079
0.99	11896	21590
0.77	11896	7737
0.76	11896	18628
0.76	11896	21127
0.97	11896	10425
0.74	11896	16399
0.75	11896	8562
0.77	11896	11910
0.76	11896	22149
0.76	11896	12019
0.99	11896	18753
0.96	11896	18604
0.96	11896	13576
0.91	11896	18305
0.98	11896	22125
0.97	11896	11062
0.95	11896	13496
0.86	245	7574
0.98	245	11401
0.99	245	9990
1.0	245	271
0.99	245	279
0.93	7804	21139
0.93	2599	18452
0.81	2599	22927
0.98	2599	594
0.91	2599	3464
0.92	2599	308
0.99	2599	846
0.95	2599	2600
0.98	2599	845
0.92	2599	14888
0.71	3573	23240
1.0	3573	6452
0.92	3573	12220
1.0	3573	3642
0.98	3573	7078
0.9	3573	9588
1.0	3573	2224
0.71	3573	3008
0.99	3573	3549
0.93	3573	2282
0.7	3573	3014
0.97	3573	20831
0.83	3573	2303
0.71	3573	2346
0.97	3573	11622
0.96	21	2005
0.92	21	14723
0.92	21	2007
0.91	21	15
0.96	21	11657
0.95	21	2011
0.97	21	3648
0.94	21	15179
0.9	21	3042
0.96	21	8330
0.92	21	17834
0.96	21	3655
0.97	21	7627
0.9	21	18705
0.78	9216	5288
0.72	9216	12526
0.78	9216	6923
0.93	7609	2828
0.97	7609	6253
0.95	7609	2771
0.91	7609	11314
0.97	7609	7469
0.99	7609	6389
0.97	7609	15001
0.98	7609	8695
0.74	680	861
0.84	3337	3338
0.83	19940	19914
0.77	5639	5608
0.77	10627	15224
0.77	10627	10721
0.78	10627	16333
0.76	10627	72
0.76	10627	11774
0.71	10627	15183
0.91	10627	2014
0.72	10627	9447
0.77	10627	10386
0.98	10627	12007
0.72	10627	20440
0.71	10627	11872
0.71	10627	17199
0.7	10627	5196
0.77	10627	10832
0.92	13972	5234
0.98	8078	9502
0.71	8078	20961
0.98	22511	8121
0.98	22511	8116
0.95	22511	18265
0.96	22511	16234
0.95	22511	7370
0.91	22511	17387
0.75	17060	8805
0.75	17060	5520
0.7	17060	7900
0.76	17060	8451
0.82	17060	2967
0.79	17060	2981
0.72	17060	5078
0.73	17060	2982
0.83	17060	23462
0.96	17060	21973
0.78	17060	1708
0.81	17060	603
0.82	17060	716
0.82	17060	2618
0.79	17060	20267
0.79	17060	2992
0.77	17060	5565
0.8	17060	12195
0.7	17060	1771
0.8	17060	12067
0.82	17060	15894
0.79	17060	4554
0.85	17060	3423
0.76	17060	19854
0.7	17060	7931
0.75	17060	6125
0.79	17060	7875
0.86	17060	5644
0.7	17060	9697
0.74	17060	18645
0.97	17060	6281
0.95	17060	10698
0.86	17060	3415
0.76	17060	5507
0.73	17060	21442
0.86	17060	9006
0.73	17060	95
0.85	17060	355
0.77	17060	9691
0.73	17060	14733
0.75	17060	17186
0.74	17060	20971
0.77	17060	7957
0.78	17060	19729
0.73	16786	654
0.7	16786	14232
0.71	16786	679
0.82	16786	15804
0.93	20915	20378
0.89	20915	17020
0.74	20915	19094
0.96	20915	19522
0.76	23913	15153
0.74	2004	105
0.96	15073	18766
0.91	19399	19225
0.99	14308	14561
0.96	12467	12559
0.94	12467	3245
0.95	12467	22491
0.89	12467	12600
0.96	23748	5935
0.75	6517	3918
0.93	6517	18195
0.89	6517	3825
0.8	6517	17635
0.98	6517	9038
0.99	6517	6500
0.74	6517	6519
0.98	6517	3753
0.87	6517	5164
0.75	6517	18792
0.75	6517	3682
0.75	6517	4122
0.8	6517	11602
0.99	6517	21116
0.86	6517	17135
0.92	6517	5036
0.7	14312	14286
0.73	10651	12104
0.88	4760	4738
0.96	4760	7588
0.9	1339	7859
0.98	6680	7449
1.0	6680	3915
1.0	6680	6689
0.8	6680	4469
1.0	6680	3895
1.0	6680	4044
0.75	16094	11731
0.95	16094	16571
0.98	16186	23776
0.99	16186	22773
0.73	16186	14013
0.98	16186	15282
0.98	16186	2849
0.97	16186	3055
0.97	16186	15308
0.99	16186	16185
0.98	16186	18773
1.0	16186	16181
0.96	16186	18772
0.83	1965	54
0.91	1965	3343
0.92	1666	10550
0.91	1666	1356
0.74	5386	5249
0.95	8118	8123
0.95	11074	19468
0.94	269	6258
0.96	269	63
0.96	269	249
0.73	269	8751
0.72	8803	23393
0.71	8803	3905
0.96	8803	4809
0.9	8803	771
0.79	8803	13298
0.72	8803	9877
0.77	8803	3883
0.94	8803	11278
0.77	8803	4440
0.71	8803	1686
0.7	8803	11760
0.88	8803	5424
0.78	8803	2941
0.7	8803	1170
0.81	8803	4053
0.77	8803	13274
0.73	8803	5564
0.96	8803	18406
0.76	8803	3643
0.73	8803	1491
0.8	8803	15082
0.71	8803	10926
0.72	8803	16682
0.7	8803	10526
0.73	8803	18184
0.75	8803	10812
0.87	8803	2169
0.72	8803	14611
0.7	8803	20709
0.71	8803	10332
0.81	8803	8826
0.73	8803	10224
0.76	8803	4161
0.7	8803	15037
0.95	8803	21148
0.88	8803	7797
0.7	8803	14354
0.87	8803	21814
0.72	6986	6975
0.99	3532	6444
0.95	3532	18205
0.99	3532	7070
0.9	3532	11589
0.86	3532	15735
0.87	3532	15863
0.98	3532	7071
0.99	11951	4821
0.91	4551	23192
0.95	4551	15071
0.87	4551	13772
1.0	4551	7339
0.9	23325	8261
0.71	4278	5204
0.72	4278	3713
0.72	4278	3971
0.96	8334	9212
0.72	8344	6260
0.97	15355	15450
0.8	20803	20785
0.87	2757	257
0.98	6588	10139
0.98	6588	4163
0.93	6588	11694
0.7	6588	11707
0.87	6588	16816
0.97	6588	4441
0.98	20936	23280
0.92	20419	20407
0.94	20419	20408
0.86	20419	20421
0.8	2036	16753
0.87	2036	16405
0.87	4485	10116
0.73	4485	3731
0.93	4485	11843
0.71	4485	11865
0.72	4485	1708
0.72	4485	716
0.71	4485	2618
0.73	4485	20267
0.72	4485	16374
0.7	4485	6125
0.73	4485	23000
0.92	4485	12049
0.7	4485	9006
0.74	4485	9691
0.75	4485	8406
0.74	4485	8408
0.73	4485	19729
0.78	21681	15821
0.99	22811	8268
0.95	22811	14709
0.95	22811	3178
0.97	22811	3182
0.97	22811	8206
0.75	22811	753
0.79	22811	3185
0.97	22811	16229
0.91	22811	23778
0.96	22811	3181
0.96	22811	23222
0.92	14698	14749
0.99	6477	5243
1.0	6477	7077
0.96	5147	1790
0.98	5147	4867
0.95	5147	5090
0.97	5147	1439
0.97	5147	16194
0.95	2468	2488
0.95	2468	2483
0.95	2468	2470
1.0	2468	1202
1.0	2468	2500
0.94	7310	4725
0.95	7310	8079
0.97	7310	4596
0.95	4680	7801
0.99	4680	2075
0.74	4680	9550
0.96	75	82
0.92	75	138
1.0	75	2907
0.96	75	84
0.93	75	119
0.78	13361	463
0.96	13361	19118
1.0	13361	13377
0.77	16240	16632
0.78	16240	16689
0.78	1755	13667
0.74	1755	20418
0.93	549	3180
0.87	549	9948
0.96	549	10776
0.99	549	1909
0.94	549	9949
0.73	549	9836
0.95	549	23509
0.96	549	12192
0.95	549	14925
0.9	549	856
0.74	15358	17129
0.97	15358	15686
0.74	15358	22709
0.96	20724	20700
0.84	8436	16092
0.89	8436	4505
0.96	14627	14245
0.74	17096	6056
0.71	17096	16005
0.78	17096	18641
0.72	17096	21411
0.76	17096	5891
0.71	17096	6237
0.89	17096	11089
0.92	17096	10679
0.92	6890	6497
0.74	6890	3430
0.94	6611	2399
0.97	6611	2400
0.99	6611	3844
0.99	6611	6555
0.98	6611	4008
0.84	6611	21034
0.92	12937	22418
0.96	14989	12953
0.94	14989	19926
1.0	14989	19424
0.92	23305	8263
0.87	5084	4965
0.95	8376	9300
0.94	8376	8810
0.83	3537	4007
0.77	3537	3974
0.99	6676	20467
0.92	6676	6381
0.74	23393	4809
0.75	23393	3003
0.71	23393	2987
0.71	23393	771
0.75	23393	11661
0.72	23393	11278
0.74	23393	1686
0.74	23393	11760
0.86	23393	2993
0.82	23393	2957
0.79	23393	2649
0.76	23393	1170
0.79	23393	2880
0.71	23393	18406
0.81	23393	10435
0.71	23393	13705
0.77	23393	1491
0.94	23393	16682
0.72	23393	1623
0.79	23393	11930
0.79	23393	12318
0.79	23393	10189
0.88	23393	20709
0.75	23393	10606
0.76	23393	9809
0.89	23393	10224
0.76	23393	15037
0.71	23393	21148
0.9	23393	4600
0.78	4726	23705
0.93	4726	4753
0.94	4726	7570
0.93	4726	8943
0.86	4726	8945
0.98	5938	11779
0.97	5938	6979
0.97	5938	12114
0.86	5938	8488
0.99	5938	17729
0.83	5938	23456
0.97	5938	11020
0.98	5938	17899
0.73	5938	1507
0.72	5938	9646
0.89	5938	10563
0.7	5938	1763
0.83	5938	14523
0.7	5938	7939
0.72	5938	5821
0.86	5938	21126
0.72	5938	23151
0.86	5938	13781
0.99	5938	11039
0.74	5938	1605
0.94	5938	21432
0.76	5938	8920
0.84	5938	12045
0.89	5938	11963
0.97	5938	21581
0.88	5938	11701
0.99	5938	21486
0.96	13720	806
0.98	13720	820
0.85	13720	3310
0.84	9907	9917
0.96	20407	20408
0.83	20407	20421
0.8	20407	1336
0.79	11987	19479
0.89	11987	20076
0.7	18532	14162
0.99	18532	13030
0.97	3062	2944
0.99	3062	3063
0.97	3062	3070
0.92	3062	16618
0.84	3062	5735
0.96	3062	3068
0.98	3062	2858
0.97	3062	2988
0.98	3062	2350
0.9	3062	2365
0.8	23240	12220
0.72	23240	3642
0.72	23240	7078
0.72	23240	9588
0.74	23240	2224
0.94	23240	3008
0.9	23240	2282
0.96	23240	3014
0.74	23240	20831
0.96	23240	2303
0.98	23240	2346
0.82	23240	11622
0.83	11001	11490
0.93	9730	9747
0.9	9730	2876
0.91	18114	15104
0.87	18114	13431
0.99	6302	5854
0.71	10892	1063
0.72	10892	10476
0.74	10892	9337
0.72	10892	3437
0.73	10892	9445
0.71	10892	10787
0.71	10892	7448
0.81	10892	13012
0.7	10892	4106
0.73	10892	4015
0.72	10892	10555
0.75	10892	16005
0.74	10892	5005
0.84	10892	7432
0.78	10892	8517
0.7	10892	3737
0.73	10892	18641
0.98	10892	10464
0.73	10892	10373
0.78	10892	21411
0.7	10892	23752
0.71	10892	8510
0.74	10892	15372
0.7	10892	2522
0.72	10892	15137
0.7	10892	15200
0.99	10892	10444
0.71	10892	4072
0.7	10892	17248
0.76	10892	12074
0.71	10892	6337
0.73	10892	10653
0.75	10892	15328
0.86	10892	8932
0.7	10892	10368
0.75	10892	21635
0.76	10892	10526
0.71	10892	10637
0.71	10892	2162
0.87	10892	659
0.92	10892	18584
0.74	10892	6324
0.76	10892	10812
0.8	10892	6237
0.78	10892	10332
0.7	10892	10722
0.97	10892	9939
0.72	10892	9784
0.7	10892	11785
0.84	10892	7779
0.72	10892	9779
0.82	10892	8465
0.84	15101	15384
0.93	15101	17086
0.75	995	1020
1.0	1076	1092
0.96	6298	20514
0.99	6298	20895
0.98	6298	8798
0.99	6298	6244
0.91	5784	7472
0.72	5508	10411
0.79	5508	2353
0.86	5508	7018
0.87	240	208
0.99	19979	19989
1.0	19979	19971
1.0	19979	19982
0.97	14847	17170
0.95	14847	22949
0.93	14847	17171
0.99	14847	14842
0.98	14847	18679
1.0	14847	14841
0.99	14847	3105
0.99	14847	14844
1.0	14847	14862
0.97	14847	16280
0.99	14847	673
0.98	14847	3090
0.96	14847	9336
0.98	14847	674
0.97	14847	23526
0.97	14847	3099
0.97	21908	3824
0.99	10565	10467
0.99	10565	10489
0.91	10565	5571
0.92	10565	22219
0.91	10565	23441
0.96	10565	2899
0.95	10565	16249
0.92	20529	4994
0.73	6203	11372
0.84	6203	8998
0.74	6203	7815
0.71	6203	8989
0.89	21147	8937
0.96	21147	20556
0.96	21147	7812
0.96	1063	10476
0.78	1063	11863
0.98	1063	9445
0.71	1063	1105
0.83	1063	15009
0.98	1063	7448
0.71	1063	13012
0.7	1063	10644
0.7	1063	8517
0.71	1063	10464
0.73	1063	12017
0.97	1063	10373
0.96	1063	23752
0.7	1063	4228
0.74	1063	12034
0.7	1063	19096
0.74	1063	2522
0.93	1063	15137
0.71	1063	10444
0.73	1063	1688
0.79	1063	12074
0.97	1063	10653
0.72	1063	11842
0.7	1063	9939
0.7	1063	8444
0.97	8302	9246
0.95	8302	5158
0.99	17521	7539
0.99	17521	9073
1.0	17521	6083
0.97	1	438
0.98	1	14174
0.84	1	45
0.76	14571	10484
0.96	14571	11180
0.82	14571	12096
0.88	14571	12151
0.74	14571	21402
0.92	14571	10112
0.78	14571	5821
0.92	14571	5491
0.76	14571	10495
0.76	14571	10660
0.79	14571	6145
0.75	14571	11919
0.93	14571	11916
0.76	14571	10904
0.9	9401	3872
0.88	578	239
0.96	578	9324
0.81	578	20031
0.98	578	2253
0.78	578	472
0.71	578	2506
0.84	578	17351
0.96	578	223
0.97	578	2252
0.7	578	19377
0.96	19135	19525
0.94	19135	19110
0.93	19135	19499
0.7	7133	15640
0.81	7133	4038
0.7	11164	4962
0.75	11164	6558
0.89	11164	13208
0.94	11164	15560
0.71	11164	3279
0.7	11164	13477
0.95	11164	9632
0.87	11164	17406
0.85	1156	11444
0.81	1156	23841
0.79	1156	11351
0.95	1156	1057
0.82	1156	3000
0.85	1156	12334
0.95	1156	1008
0.86	22248	2368
0.96	22248	5004
0.95	8129	23706
0.94	8129	16820
0.74	8129	16843
0.94	8129	16826
0.92	8129	16814
0.79	8129	16850
0.72	8129	16970
0.95	8129	16849
0.71	265	8672
0.97	265	291
0.99	265	268
0.98	265	1604
0.95	265	272
0.98	1227	564
0.74	1227	591
0.93	1227	23942
0.83	12250	6170
0.99	16061	20802
0.98	16061	16114
0.98	16061	6951
0.96	16061	10060
0.9	7319	6480
0.84	7319	14770
0.89	7319	6355
0.9	15984	22525
0.77	15984	6953
0.82	15984	6602
0.83	15984	6888
0.88	8848	9499
0.83	8848	4449
0.93	8848	7716
0.99	15513	18654
0.97	3011	2995
0.93	3011	2963
0.95	3011	3030
0.95	3011	2996
0.88	3180	9948
0.93	3180	10776
0.93	3180	1909
0.93	3180	9949
0.76	3180	9836
0.94	3180	23509
0.93	3180	12192
0.92	3180	14925
0.94	3180	856
0.75	17088	17587
0.91	6452	12220
0.99	6452	3642
0.98	6452	7078
0.9	6452	9588
0.99	6452	2224
1.0	6452	3549
0.91	6452	2282
0.97	6452	20831
0.8	6452	2303
0.96	6452	11622
0.78	10295	2248
0.9	10295	6009
0.95	10295	5964
0.83	10295	13225
0.74	10295	20633
0.94	10295	13205
0.91	10295	2926
0.93	10295	3456
0.91	10295	3683
0.75	10295	3917
0.84	10295	14424
0.82	10295	4126
0.93	7268	8340
0.78	526	1987
0.96	526	333
0.88	526	347
0.95	526	320
0.87	526	364
0.93	526	306
0.71	9502	20961
0.76	10476	11863
0.98	10476	9445
0.7	10476	1105
0.74	10476	15009
0.96	10476	7448
0.71	10476	13012
0.7	10476	10644
0.7	10476	8517
0.72	10476	10464
0.72	10476	12017
0.97	10476	10373
0.95	10476	23752
0.73	10476	12034
0.76	10476	2522
0.94	10476	15137
0.72	10476	10444
0.74	10476	1688
0.79	10476	12074
0.98	10476	10653
0.72	10476	11842
0.7	10476	9939
0.71	10476	8444
0.83	1108	1096
0.91	761	399
0.92	761	529
0.9	761	407
0.83	19087	19069
0.81	19087	19075
0.97	8805	8451
0.75	8805	7006
0.78	8805	2967
0.78	8805	2981
0.8	8805	18593
0.72	8805	2982
0.76	8805	23462
0.72	8805	21875
0.75	8805	21973
0.81	8805	16492
0.74	8805	603
0.74	8805	716
0.72	8805	2618
0.77	8805	2992
0.84	8805	11950
0.72	8805	7295
0.77	8805	10546
0.99	8805	5565
0.74	8805	12195
0.86	8805	12067
0.71	8805	15894
0.97	8805	4554
0.78	8805	3423
0.73	8805	6125
0.7	8805	7875
0.79	8805	5644
0.73	8805	6281
0.75	8805	10698
0.77	8805	3415
0.79	8805	9006
0.77	8805	355
0.72	8805	11904
0.89	8805	20971
0.7	8805	7957
0.78	8805	18787
0.7	5520	2967
0.95	5520	5078
0.71	5520	23462
0.75	5520	21973
0.73	5520	1708
0.74	5520	1641
0.76	5520	20267
0.73	5520	19652
0.76	5520	1771
0.71	5520	3423
0.79	5520	19854
0.78	5520	7875
0.73	5520	5644
0.81	5520	18645
0.77	5520	6281
0.73	5520	1791
0.74	5520	10698
0.71	5520	3415
0.74	5520	9297
0.78	5520	5507
0.84	5520	21442
0.72	5520	355
0.75	5520	9691
0.81	5520	14733
0.95	5520	17186
0.78	5520	7957
0.77	5520	19729
0.81	11863	15229
0.76	11863	9445
0.7	11863	1105
0.76	11863	7448
0.88	11863	28
0.75	11863	10300
0.7	11863	12017
0.76	11863	10373
0.76	11863	23752
0.83	11863	10763
0.84	11863	23905
0.76	11863	15137
0.76	11863	10653
0.88	11863	10654
0.84	11863	15325
0.7	10856	10440
0.7	10856	10305
0.98	9989	23409
0.97	9989	506
0.96	9989	9988
0.98	9989	9992
0.98	9989	9987
0.86	10734	21885
0.82	10734	10780
0.95	10734	10858
0.96	8783	10110
0.97	8783	5546
0.86	19281	20334
0.76	19281	19938
0.95	4791	22856
0.85	21679	22361
0.83	21679	11153
0.87	21679	10846
0.99	14065	14049
0.82	14065	20727
0.79	5567	10378
0.97	5567	13282
0.79	5567	10323
0.87	5567	13304
0.9	5567	13354
0.82	5567	1537
0.71	5567	9628
0.79	5567	10363
0.82	5567	10322
0.7	5567	9659
0.87	5567	10334
0.97	1680	4559
0.99	1680	9942
0.95	5633	10063
0.98	5633	5651
0.95	5633	5658
0.98	17454	17395
0.97	17454	22920
0.93	17454	17180
0.89	9911	4750
0.91	9911	7581
0.74	9911	17306
0.97	9911	23309
0.93	9911	4748
0.93	9911	17173
0.7	9911	13888
0.92	3576	1715
0.83	3576	859
0.9	3576	4776
0.83	3576	3687
0.81	3576	125
0.92	3576	8723
0.76	16696	22942
0.77	15224	10889
0.7	15224	22157
0.98	15224	10721
0.78	15224	3731
0.7	15224	11843
0.76	15224	11865
0.97	15224	11774
0.79	15224	16374
0.7	15224	2014
0.71	15224	12681
0.7	15224	8443
0.99	15224	10386
0.75	15224	12007
0.71	15224	11872
0.92	15224	17199
0.72	15224	8406
0.89	15224	10798
0.99	15224	10832
0.72	15224	8408
0.81	2000	435
0.79	2000	22257
0.87	2000	351
0.72	2000	597
0.91	1193	6658
0.85	1193	7761
0.88	1193	16920
0.82	1193	1188
0.74	1193	2810
0.93	20497	6882
0.84	12290	11522
0.9	12290	8285
0.86	12290	1945
0.86	12290	11413
0.95	12290	14766
0.83	12290	13845
0.74	12290	323
0.87	12290	14754
0.85	7436	5536
0.74	7436	20828
0.83	7436	8691
0.85	7436	8620
0.82	7436	12120
0.71	7436	1507
0.81	7436	9995
0.85	7436	5020
0.7	7436	1763
0.7	7436	7939
0.7	7436	23151
0.75	7436	20826
0.74	7436	20829
0.73	7436	8280
0.84	7436	14476
0.85	7436	9457
0.72	7436	11740
0.99	2245	16713
0.99	2245	16714
0.99	2245	2128
0.99	2245	9560
1.0	2245	2344
0.7	1078	19650
0.75	18582	1664
0.82	18582	8224
0.74	18582	5344
0.75	18582	3724
0.85	18582	15078
0.75	18582	11176
0.81	18582	3600
0.81	18582	5121
0.83	18582	3727
0.78	18582	1539
0.84	18582	1037
0.8	18582	18769
0.95	17188	13585
0.95	9450	9343
0.85	6119	1150
0.78	6119	18219
0.71	6119	6056
0.72	6119	5891
0.79	6119	15012
0.72	22976	18689
0.92	22976	21011
0.76	22976	9211
0.9	3946	21034
0.97	569	590
0.83	569	12356
0.97	569	573
0.97	569	11354
0.96	569	2106
0.79	569	6910
0.95	2601	2609
0.97	1049	749
0.96	1049	2681
0.9	1049	23707
0.97	1049	669
0.96	18457	18453
0.96	18457	16836
0.93	18457	7047
0.71	3905	4809
0.73	3905	9772
0.73	3905	3437
0.98	3905	9877
0.71	3905	4106
0.91	3905	3883
0.7	3905	11278
0.73	3905	4015
0.89	3905	4440
0.7	3905	5005
0.74	3905	2941
0.88	3905	4053
0.92	3905	1409
0.72	3905	18406
0.94	3905	3643
0.7	3905	1491
0.84	3905	15082
0.7	3905	9788
0.71	3905	1623
0.73	3905	2162
0.89	3905	8826
0.89	3905	4161
0.72	3905	9784
0.73	3905	9779
0.91	4809	771
0.78	4809	13298
0.72	4809	9877
0.77	4809	3883
0.95	4809	11278
0.77	4809	4440
0.72	4809	1686
0.88	4809	5424
0.76	4809	2941
0.7	4809	1170
0.8	4809	4053
0.76	4809	13274
0.72	4809	5564
0.94	4809	18406
0.77	4809	3643
0.73	4809	1491
0.79	4809	15082
0.73	4809	16682
0.7	4809	1623
0.73	4809	18184
0.73	4809	10812
0.85	4809	2169
0.73	4809	14611
0.72	4809	20709
0.7	4809	10332
0.8	4809	8826
0.73	4809	10224
0.76	4809	4161
0.71	4809	15037
0.93	4809	21148
0.84	4809	7797
0.7	4809	14354
0.71	4809	4600
0.87	4809	21814
0.8	590	12356
0.97	590	573
0.95	590	11354
0.97	590	2106
0.78	590	6910
0.98	2399	2400
0.94	2399	3844
0.94	2399	6555
0.96	2399	4008
0.82	2399	21034
0.9	15271	9188
0.82	15271	15258
0.83	13534	3048
0.96	13534	18599
0.84	13534	1437
0.8	13534	2177
0.86	13534	1416
0.96	13534	3934
0.87	13534	123
0.82	13534	23403
0.84	13534	559
0.89	13534	3162
0.8	13534	2180
0.88	13534	122
0.94	8150	9199
0.81	8150	5499
0.72	20883	20853
0.92	7123	3947
0.85	7123	16052
0.92	7123	5366
0.81	7123	12339
0.91	7123	6508
0.88	7123	15926
0.82	5071	16646
0.91	5071	7712
0.81	5071	5650
0.93	5071	3924
0.99	10411	14995
0.94	10411	2353
0.73	10411	15816
0.94	10411	7018
0.72	10411	6785
0.98	11627	3955
0.71	7197	7363
0.83	7197	7266
0.88	7197	9035
0.98	401	394
0.97	401	524
0.97	401	3286
0.98	401	542
0.81	16591	5593
0.83	16591	23426
0.82	16591	4736
0.88	12300	10393
0.93	22956	15507
0.94	22956	16008
0.95	22956	16434
0.94	22956	22905
0.93	5646	5116
0.74	13873	18139
0.98	13873	18764
0.74	13873	17278
0.97	2400	3844
0.97	2400	6555
0.98	2400	4008
0.84	2400	21034
0.71	5734	1387
0.7	5734	1813
0.8	1410	22154
0.8	1410	12147
0.96	1410	21628
0.74	1410	4727
0.89	1410	1812
0.85	1410	22260
0.99	15420	18142
0.71	3918	18195
0.74	3918	9038
0.75	3918	6500
0.74	3918	4025
1.0	3918	6519
0.74	3918	3753
0.99	3918	18792
1.0	3918	3682
0.99	3918	4122
0.74	3918	21116
0.7	3918	5036
0.94	1608	10439
0.84	1608	11030
0.7	1608	9789
0.88	1608	15295
0.93	1608	807
0.99	11194	11234
0.78	11194	22911
0.7	11194	6743
0.96	3003	2987
0.9	3003	2993
0.95	3003	2957
0.78	3003	16682
0.72	3003	20709
0.88	3003	10224
0.7	3003	4600
0.98	8500	8511
0.78	8500	393
0.84	8500	8120
0.83	8500	4182
0.71	19380	19650
0.73	20175	4535
0.98	5492	7287
0.96	5492	5388
0.82	5492	20691
0.85	4323	21373
0.72	23624	2258
0.86	23624	3441
0.97	23624	2740
0.97	23624	3060
0.99	23624	16916
0.79	23624	177
0.76	23624	3350
0.85	23624	14827
0.86	23624	26
0.75	18240	2115
0.97	18240	16848
0.94	18240	18255
0.78	18240	2091
0.96	18240	2095
0.99	18240	3046
0.85	18240	21804
0.94	18240	557
0.95	5918	19079
0.71	7886	7962
0.85	7886	23465
0.71	22852	10585
0.99	22852	10902
0.88	3426	4799
0.96	3426	3424
1.0	11431	11435
0.81	15384	17086
0.99	2761	2823
0.88	8937	20556
0.88	8937	7812
0.85	6152	8624
0.92	6152	3522
0.97	18249	14881
0.99	18249	2673
0.98	18249	18257
0.94	18249	2118
0.99	18249	16837
0.99	18249	14885
0.98	8939	7037
0.93	8939	9138
0.96	8939	8940
0.89	8939	3791
0.95	8939	8944
0.93	8939	22374
0.77	10257	2920
0.8	10257	2938
0.81	4235	9960
0.99	4235	7380
0.93	21237	14987
0.89	21237	21947
0.94	19018	4995
0.76	609	18809
0.95	609	131
0.93	609	621
0.98	609	618
0.87	609	22079
0.88	609	6192
0.85	609	2072
0.89	609	630
0.9	14474	14459
0.77	16761	11728
0.97	4698	23867
1.0	10227	21452
1.0	10227	21510
0.99	14917	15548
0.77	10116	3731
0.97	10116	11843
0.72	10116	1708
0.72	10116	716
0.75	10116	2618
0.73	10116	20267
0.72	10116	16374
0.72	10116	15245
0.7	10116	6125
0.81	10116	23000
0.8	10116	12049
0.7	10116	9006
0.72	10116	11872
0.72	10116	9691
0.79	10116	8406
0.78	10116	8408
0.73	10116	19729
0.72	13468	1688
0.99	13468	10441
0.88	16190	397
0.99	6749	8929
0.84	6749	23022
0.99	6749	4458
0.99	6749	15211
0.99	6749	5451
1.0	6749	5597
0.99	6749	15564
0.99	6749	20745
0.99	6749	8608
0.99	6749	5560
0.98	20481	23281
0.97	20481	5083
0.99	20481	8329
0.91	2139	2916
0.97	10084	8349
0.96	10084	22633
0.98	7567	7561
0.96	9772	3437
0.73	9772	10787
0.74	9772	9877
0.94	9772	4106
0.75	9772	3883
0.96	9772	4015
0.75	9772	4440
0.94	9772	5005
0.87	9772	3737
0.71	9772	10464
0.75	9772	4053
0.73	9772	5564
0.7	9772	1409
0.71	9772	10444
0.9	9772	4072
0.77	9772	3643
0.7	9772	15082
0.72	9772	8932
0.73	9772	10325
0.79	9772	21635
0.93	9772	9788
0.72	9772	10637
0.72	9772	18184
0.96	9772	2162
0.72	9772	659
0.7	9772	18584
0.73	9772	14611
0.72	9772	10332
0.76	9772	8826
0.75	9772	4161
0.72	9772	10722
0.7	9772	14354
0.95	9772	9784
0.75	9772	11785
0.71	9772	7779
0.97	9772	9779
0.77	14107	14791
0.92	4960	14586
0.86	9526	12102
0.77	9526	4544
0.92	9526	4457
0.84	9526	9941
0.9	9526	20364
0.79	4400	4413
0.98	13085	14197
0.89	10185	1944
0.77	10185	1317
0.95	10185	1956
0.76	5206	4227
0.73	5206	4560
0.72	5206	10501
0.77	5206	6414
0.89	5206	6196
0.76	10353	10333
0.75	10353	11858
0.75	10353	11823
0.74	10353	10786
0.73	10353	5342
0.8	10353	12025
0.74	10353	10352
0.75	10353	12002
0.92	11731	11733
0.7	11731	5640
0.86	11731	16571
